"Time","dt_sound_level_dB"
2022-02-20 00:04:00,46
2022-02-20 00:05:00,48
2022-02-20 00:06:00,46
2022-02-20 00:07:00,46
2022-02-20 00:08:00,46
2022-02-20 00:09:00,46
2022-02-20 00:10:00,46
2022-02-20 00:11:00,46
2022-02-20 00:12:00,46
2022-02-20 00:13:00,46
2022-02-20 00:14:00,48
2022-02-20 00:15:00,46
2022-02-20 00:16:00,45
2022-02-20 00:17:00,46
2022-02-20 00:18:00,45
2022-02-20 00:19:00,46
2022-02-20 00:20:00,46
2022-02-20 00:21:00,46
2022-02-20 00:22:00,46
2022-02-20 00:23:00,46
2022-02-20 00:45:00,46
2022-02-20 00:46:00,46
2022-02-20 00:47:00,46
2022-02-20 00:48:00,46
2022-02-20 00:49:00,46
2022-02-20 00:50:00,46
2022-02-20 00:51:00,46
2022-02-20 00:52:00,46
2022-02-20 00:53:00,46
2022-02-20 01:14:00,46
2022-02-20 01:15:00,46
2022-02-20 01:16:00,48
2022-02-20 01:17:00,46
2022-02-20 01:18:00,48
2022-02-20 01:19:00,46
2022-02-20 01:20:00,46
2022-02-20 01:21:00,46
2022-02-20 01:22:00,46
2022-02-20 01:23:00,46
2022-02-20 01:35:00,47
2022-02-20 01:36:00,46
2022-02-20 01:37:00,45
2022-02-20 01:38:00,46
2022-02-20 01:39:00,45
2022-02-20 01:40:00,46
2022-02-20 01:41:00,46
2022-02-20 01:42:00,46
2022-02-20 01:43:00,47
2022-02-20 01:44:00,46
2022-02-20 02:14:00,46
2022-02-20 02:15:00,47
2022-02-20 02:16:00,46
2022-02-20 02:17:00,45
2022-02-20 02:18:00,46
2022-02-20 02:19:00,45
2022-02-20 02:20:00,47
2022-02-20 02:21:00,46
2022-02-20 02:22:00,46
2022-02-20 02:23:00,47
2022-02-20 07:04:00,48
2022-02-20 07:05:00,46
2022-02-20 07:06:00,46
2022-02-20 07:07:00,46
2022-02-20 07:08:00,46
2022-02-20 07:09:00,48
2022-02-20 07:10:00,47
2022-02-20 07:11:00,46
2022-02-20 07:12:00,48
2022-02-20 07:13:00,46
2022-02-20 07:25:00,46
2022-02-20 07:26:00,46
2022-02-20 07:27:00,47
2022-02-20 07:28:00,46
2022-02-20 07:29:00,46
2022-02-20 07:30:00,46
2022-02-20 07:31:00,48
2022-02-20 07:32:00,46
2022-02-20 07:33:00,46
2022-02-20 07:34:00,46
2022-02-20 08:55:00,46
2022-02-20 08:56:00,46
2022-02-20 08:57:00,46
2022-02-20 08:58:00,47
2022-02-20 08:59:00,46
2022-02-20 09:00:00,47
2022-02-20 09:01:00,46
2022-02-20 09:02:00,46
2022-02-20 09:03:00,48
2022-02-20 09:14:00,48
2022-02-20 09:15:00,46
2022-02-20 09:16:00,46
