"Time","dt_sound_level_dB"
2022-02-20 00:00:00,46
2022-02-20 00:01:00,46
2022-02-20 00:02:00,46
2022-02-20 00:03:00,51
2022-02-20 00:04:00,49
2022-02-20 00:05:00,48
2022-02-20 00:06:00,46
2022-02-20 00:07:00,48
2022-02-20 00:08:00,47
2022-02-20 00:09:00,49
2022-02-20 00:10:00,51
2022-02-20 00:11:00,47
2022-02-20 00:12:00,45
2022-02-20 00:13:00,46
2022-02-20 00:14:00,46
2022-02-20 00:15:00,48
2022-02-20 00:16:00,46
2022-02-20 00:17:00,47
2022-02-20 00:18:00,48
2022-02-20 00:19:00,47
2022-02-20 00:20:00,48
2022-02-20 00:21:00,48
2022-02-20 00:22:00,45
2022-02-20 00:44:00,46
2022-02-20 00:45:00,48
2022-02-20 00:46:00,47
2022-02-20 00:47:00,46
2022-02-20 00:48:00,47
2022-02-20 00:49:00,45
2022-02-20 00:50:00,46
2022-02-20 00:51:00,48
2022-02-20 00:52:00,46
2022-02-20 00:53:00,49
2022-02-20 01:04:00,46
2022-02-20 01:05:00,46
2022-02-20 01:06:00,46
2022-02-20 01:07:00,48
2022-02-20 01:08:00,47
2022-02-20 01:09:00,48
2022-02-20 01:10:00,47
2022-02-20 01:11:00,50
2022-02-20 01:12:00,47
2022-02-20 01:13:00,47
2022-02-20 01:14:00,47
2022-02-20 01:15:00,47
2022-02-20 01:16:00,46
2022-02-20 01:17:00,50
2022-02-20 01:18:00,49
2022-02-20 01:19:00,47
2022-02-20 01:20:00,47
2022-02-20 01:21:00,48
2022-02-20 01:22:00,48
2022-02-20 01:44:00,46
2022-02-20 01:45:00,46
2022-02-20 01:46:00,48
2022-02-20 01:47:00,45
2022-02-20 01:48:00,46
2022-02-20 01:49:00,47
2022-02-20 01:50:00,48
2022-02-20 01:51:00,46
2022-02-20 01:52:00,48
2022-02-20 01:53:00,46
2022-02-20 02:04:00,46
2022-02-20 02:05:00,46
2022-02-20 02:06:00,50
2022-02-20 02:07:00,47
2022-02-20 02:08:00,46
2022-02-20 02:09:00,47
2022-02-20 02:10:00,45
2022-02-20 02:11:00,48
2022-02-20 02:12:00,47
2022-02-20 02:13:00,45
2022-02-20 02:14:00,47
2022-02-20 02:15:00,48
2022-02-20 02:16:00,48
2022-02-20 02:17:00,46
2022-02-20 02:18:00,50
2022-02-20 02:19:00,47
2022-02-20 02:20:00,47
2022-02-20 02:21:00,45
2022-02-20 02:22:00,49
2022-02-20 02:33:00,48
2022-02-20 02:34:00,48
2022-02-20 02:35:00,48
2022-02-20 02:36:00,47
2022-02-20 02:37:00,46
2022-02-20 02:38:00,45
2022-02-20 02:39:00,48
2022-02-20 02:41:00,46
2022-02-20 02:42:00,45
2022-02-20 02:43:00,45
2022-02-20 02:44:00,45
2022-02-20 02:45:00,47
2022-02-20 02:46:00,48
2022-02-20 02:47:00,47
2022-02-20 02:48:00,47
2022-02-20 02:49:00,46
